id,lat,long,misc
733,-1.365833333,36.86361111,ANTON                    
734,-11.5,33.64166667,ANTOP                    
735,-23.07888889,20,ANTOR                    
736,11.73527778,36.10472222,ANTUM                    
737,-7.654722222,15.7675,ANTUX                    
738,-6,16.33333333,ANUBI                    
739,5.156388889,24.45722222,ANUKI                    
740,17.94055556,-16.07638889,ANURO                    
741,9.484722222,-7.772222222,ANUSA                    
742,7.849722222,-2.801111111,ANUVO                    
743,4.765,7.125277778,ANUXI                    
744,-17.39166667,15.82277778,ANVAG                    
745,-25.67222222,31.99722222,ANVAK                    
746,-13.9825,28.29361111,ANVAM                    
747,-28.0025,14.56222222,ANVAR                    
748,-31.16083333,33.10944444,ANVED                    
749,-3.187222222,44,ANVET                    
750,8.345555556,35.42583333,ANVEX                    
751,-20.09138889,23.14722222,ANVIR                    
752,-19.39166667,35.02,ANVIS                    
753,-24.66666667,30.38333333,ANVIT                    
754,-19.39333333,35.02,ANVIV                    
755,-1.4975,36.28527778,ANVIV                    
756,-1.743888889,53.56,ANVIX                    
757,-32.87555556,26.82611111,ANVOB                    
758,-19.98583333,23.66055556,ANVOP                    
759,-18.0975,54.15944444,ANVOR                    
760,-8.958333333,13.48,ANVOS                    
761,-20.1425,23.2875,ANVOT                    
762,-19.96666667,35.27,ANVOV                    
763,-2.725833333,36.16277778,ANVOX                    
764,-6.444444444,39.74083333,ANVUN                    
765,-7.971666667,20.025,ANVUP                    
766,-20.09166667,23.72611111,ANVUR                    
767,-15.47,30.735,ANVUS                    
768,-0.055,32.31694444,ANVUT                    
769,-14.59,29.42833333,ABEAM OKDAR              
770,5.144444444,-3.973888889,AP501                    
771,2.191666667,22.55,APAKU                    
772,25,-19.50444444,APASO                    
773,-26.55083333,29.04777778,APDAK                    
774,12.26333333,38.08833333,APDAN                    
775,-14.03333333,22,APDAR                    
776,-15.025,28.69527778,APDEL                    
777,-23.65222222,17.20944444,APDEM                    
778,-19.415,24.03583333,APDEX                    
779,-33.32583333,25.55555556,APDID                    
780,2.009444444,43.12833333,APDID                    
781,-2.47,36.67527778,APDIK                    
782,-25.25166667,32.46944444,APDOB                    
783,-19.99611111,25.34722222,APDOR                    
784,-1.536944444,34.56694444,APDOT                    
785,-24.705,19.99972222,APDOV                    
786,-20.24361111,24.23527778,APDUN                    
787,-28.32194444,25.38666667,APDUR                    
788,-10.02166667,25.415,APEBI                    
789,-4.326666667,11.64805556,APEMI                    
790,9.700277778,6.587777778,APEPU                    
791,16.25,2.272222222,APERO                    
792,-27.975,26.79861111,APGAL                    
793,-13.34027778,12.49472222,APGAL                    
794,-28.28638889,31.32944444,APGAP                    
795,-20.74277778,23.77472222,APGAR                    
796,-26.55,15.83333333,APGAS                    
797,-21.95111111,14.29861111,APGEK                    
798,-11.095,31.78333333,APGEL                    
799,-8.189444444,40.83944444,APGEN                    
800,-0.5805555556,36.37666667,APGEP                    
801,-23.57638889,18.16888889,APGIB                    
802,-19.49805556,31.37361111,APGID                    
803,-0.2377777778,36.96166667,APGIG                    
804,-13.82,30.47166667,APGIK                    
805,-17.23666667,25.18638889,APGIS                    
806,-2.464166667,40.90777778,APGOG                    
807,12.155,36.16861111,APGUS                    
808,-0.1161111111,33.97111111,APGUT                    
809,4.55,6.883333333,ABM PORT HARCOURT        
810,-6.58,28.32166667,APIBO                    
811,8.568333333,9.728333333,APIRO                    
812,8.545,3.448333333,APIXA                    
813,-0.1888888889,46.2425,APKAK                    
814,-20.75722222,21.63611111,APKAN                    
815,-33.98833333,20.69194444,APKAP                    
816,-11.6675,13.365,APKAT                    
817,-30.5275,20.17083333,APKEK                    
818,-28.2,0,APKID                    
819,-28.33027778,30.57583333,APKIK                    
820,-34.08333333,17.01638889,APKIN                    
821,-20.33777778,22.59166667,APKIS                    
822,11.36666667,43.18166667,APKIX                    
823,11.36666667,43.18166667,APKIX                    
824,1.994444444,41.29472222,APKOB                    
825,7.681388889,36.41333333,APKOD                    
826,-7.3,18.14638889,APKOK                    
827,-9.4875,33.31194444,APKOL                    
828,-18.3375,55.39694444,APKOT                    
829,-25.375,25.18194444,APKOV                    
830,-14.41666667,22.31666667,APKUS                    
831,-25.02833333,33.79833333,APLAP                    
832,-25.11138889,36.54305556,APLAR                    
833,-18.48611111,54.73111111,APLEM                    
834,-30.76055556,22.02194444,APLEN                    
835,-19.7725,24.24805556,APLEV                    
836,-19.73444444,23.16166667,APLIM                    
837,-31.48805556,29.38666667,APLIP                    
838,10.44527778,36.99694444,APLIR                    
839,-18.21388889,31.72472222,APLIS                    
840,-1.501666667,34.92083333,APLOG                    
841,-30.34444444,28.03194444,APLOK                    
842,3.409722222,40.13833333,APLOP                    
843,-19.35055556,22.82277778,APLUD                    
844,-28.87027778,34.42555556,APLUK                    
845,-13.145,30.36666667,APLUX                    
846,-14.48333333,30.41666667,APMAB                    
847,-17.58583333,25.62305556,APMAG                    
848,-28.48027778,25.53194444,APMAK                    
849,-28.78972222,30.94972222,APMAT                    
850,-20.38333333,34.94166667,APMAV                    
851,-2.245833333,37.32888889,APMAV                    
852,-0.5211111111,35.50722222,APMES                    
853,-23.70777778,26.44583333,APMET                    
854,-20.21,21.16333333,APMEX                    
855,-28.01055556,25.85777778,APMIN                    
856,0.4991666667,45.38222222,APMIR                    
857,-17.61555556,26.02916667,APMIT                    
858,-3.276944444,36.4675,APMIT                    
859,8.626388889,49.30222222,APMOL                    
860,-20.18166667,34.72166667,APMUD                    
861,-31.29638889,28.12166667,APMUL                    
862,-1.828611111,30.18444444,APMUM                    
863,-24.57638889,29.52333333,APMUX                    
864,12.55944444,40.52361111,APMUX                    
865,-1.0025,32.55138889,APNAD                    
866,-26.8725,15.2775,APNAV                    
867,-30.17472222,30.78333333,APNER                    
868,-8.045833333,15.81,APNET                    
869,-21.30972222,27.89472222,APNEX                    
870,1.995277778,40.98583333,APNEX                    
871,-22.02,17.41333333,APNIN                    
872,-12.40861111,39.26416667,APNIV                    
873,-14.68166667,28.35416667,APNOK                    
874,-4.323888889,34.89111111,APNOL                    
875,-1.516944444,36.82694444,APNOM                    
876,-26.76027778,30.78111111,APNON                    
877,-21.12222222,21.95361111,APNOP                    
878,-9.970555556,1.916388889,APNUK                    
879,5.447222222,-3.848888889,APONU                    
880,5.636111111,-0.2447222222,APOPO                    
881,-7.255555556,23.85,APOSO                    
882,-20.465,57.455,APRAD                    
883,-1.385277778,35.29638889,APRAK                    
884,5.705,43.665,APRAL                    
885,2.146111111,46.2825,APRAM                    
886,-15.84055556,-5,APRAS                    
887,-28.00861111,26.41888889,APRAX                    
888,-19.75,35.13333333,APREK                    
889,-20.4175,27.03277778,APREV                    
890,-19.695,26.23444444,APRIB                    
891,-10.09166667,16.03333333,APRIG                    
892,2.888333333,-10.33277778,APROM                    
893,9.1925,5.430555556,APRUN                    
894,9.610277778,9.371111111,APSAL                    
895,7.513888889,-2.210555556,APSEG                    
896,14.25666667,13.03333333,APTEX                    
897,7.04,15.7625,APTOS                    
898,7.613333333,7.16,APVIX                    
899,6.045,7.407222222,APVOT                    
900,12.48,6.903333333,APVUR                    
901,28.4325,-17.45222222,ARACO                    
902,30.77666667,21.56333333,ARADA                    
903,5.343888889,6.1775,ARAGU                    
904,-7.765,29.11333333,ARAKA                    
905,-5.3,10.73333333,ARAKI                    
906,12.21222222,8.728055556,ARAKO                    
907,11.58583333,-4.332222222,ARAMO                    
908,-9.818611111,-3.8,ARAPI                    
909,1.800555556,10.27722222,ARASI                    
910,-2,-5.545,ARASO                    
911,-5.883333333,14.68333333,ARBAK                    
912,10.1,-10.71666667,ARBAL                    
913,-5.143333333,28.42333333,ARBAM                    
914,13.23194444,20.96111111,ARBEG                    
915,16.43861111,-16.36111111,ARBEN                    
916,33.475,9.832222222,ARBES                    
917,7.438888889,-2.173333333,ARBOT                    
918,4.169444444,9.581666667,ARBOX                    
919,13.21472222,-1.185833333,ARBUT                    
920,20.5,-13.06666667,ARDAR                    
921,7.580555556,-5.236111111,ARDAS                    
922,4.121666667,7.871666667,ARDEX                    
923,18.18,-15.76861111,ARDOS                    
924,6.384166667,13.71888889,AREKA                    
925,7.243333333,-9.381666667,AREMA                    
926,25.72805556,-14.35833333,ARENA                    
927,30.34944444,-9.777222222,ARGAB                    
928,5.439444444,5.611944444,ARGEK                    
929,-10.13166667,13.62416667,ARGOL                    
930,28.48027778,-13.98416667,ARGOX                    
931,33.88944444,-1.626944444,ARIAM                    
932,12.74555556,-1.3625,ARIBO                    
933,-19.30305556,60.04055556,ARIGO                    
934,17.24,-14.87166667,ARIKO                    
935,21.56611111,-11.90055556,ARISA                    
936,7.137222222,3.556388889,ARIXI                    
937,-4,6.583333333,ARKOS                    
938,1.920277778,8.005555556,ARKOT                    
939,0.9797222222,26.00888889,ARLAR                    
940,0.3916666667,-7.745,ARLEM                    
941,10.27972222,0.2866666667,ARLEX                    
942,6.150555556,-5.11,ARLIX                    
943,0.5266666667,25.13,ARLUP                    
944,4,-1.916944444,ARMAR                    
945,2.153333333,27.695,ARMEN                    
946,35.35972222,10.03888889,ARNEB                    
947,6.424444444,7.281666667,ARODU                    
948,20.2475,-1.449444444,AROGA                    
949,8.689166667,38.49916667,ARONA                    
950,4.546666667,8.005833333,ARP                      
951,27.49166667,20.02,ARRIG                    
952,27.34861111,3,ARSEM                    
953,9.551111111,43.40583333,ARSHI                    
954,29.93083333,-9.553333333,ARSOL                    
955,28.40888889,-16.03388889,ARTEM                    
956,-3.588611111,30.22166667,ABM RUYIGI               
957,29.35777778,-13.58555556,ARVEM                    
958,-0.0175,25.28111111,ARVOX                    
959,36.03388889,-0.2088888889,ARZEW                    
960,6.234444444,6.5725,ASB200                   
961,6.1725,6.760555556,ASB30                    
962,-1.613333333,-22.44,ASDOK                    
963,7.311111111,-28.21666667,ASEBA                    
964,0.6930555556,30.68388889,ASEKA                    
965,-24.2,24.71666667,ASINI                    
966,22.64944444,5.236388889,ASKEM                    
967,9.095555556,43.92888889,ASKEN                    
968,11.86666667,5.333333333,ABM SOKOTO               
969,15.815,24.00138889,ASKOL                    
970,6.295833333,26.42694444,ASKON                    
971,16.205,-16.81666667,ABM ST. LOUIS 1          
972,13.5225,26.155,ASMAG                    
973,34.20361111,8.673333333,ASMAS                    
974,-1.5975,29.11805556,ASMAT                    
975,32.64694444,28.36222222,ASNIR                    
976,15.13833333,30.88666667,ASNON                    
977,9.940555556,40.2325,ASOLE                    
978,-3.609722222,38.02694444,ASOLE                    
979,-29.33333333,10,ASONI                    
980,27.13083333,31.48583333,ASPEK                    
981,-34.105,18.13333333,ASPIK                    
982,25.79055556,33.10527778,ASRAB                    
983,17.41166667,30.32861111,ASRAV                    
984,8,12.915,ASSAM                    
985,28.98111111,-13.31444444,ASTAM                    
986,10.65194444,42.51722222,ASTAR                    
987,26,7.071666667,ATAFA                    
988,20.50222222,-13.05888889,ATAR                     
989,0.7733333333,25.31444444,ATBAP                    
990,29.71222222,4.260277778,ATCHA                    
991,36.32638889,10.91722222,ATLEL                    
992,-21.46916667,60.09222222,ATLOP                    
993,22,29.09166667,ATMUL                    
994,-10,46.47666667,ATOLA                    
995,32.75,19.915,ATOLL                    
996,-24.27888889,26.07888889,ATUDA                    
997,-33.91138889,22.05833333,ATUDI                    
998,-1.051388889,37.15305556,ATUDU                    
999,4,31.8,ATUGA                    
1000,-21.17555556,26.83833333,ATUKU                    
1001,-23.59194444,24.14333333,ATULA                    
1002,1.084166667,45.68944444,ATULU                    
1003,-24.295,26.14555556,ATUNO                    
